key,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level
US_SD_46101,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2
US_SD_46102,Q495201,geoId/46102,US,United States of America,SD,South Dakota,46102,Oglala Lakota County,US,USA,2
US_SD_46103,Q495257,geoId/46103,US,United States of America,SD,South Dakota,46103,Pennington County,US,USA,2
US_SD_46105,Q495195,geoId/46105,US,United States of America,SD,South Dakota,46105,Perkins County,US,USA,2
US_SD_46107,Q495191,geoId/46107,US,United States of America,SD,South Dakota,46107,Potter County,US,USA,2
US_SD_46109,Q495273,geoId/46109,US,United States of America,SD,South Dakota,46109,Roberts County,US,USA,2
US_SD_46111,Q495229,geoId/46111,US,United States of America,SD,South Dakota,46111,Sanborn County,US,USA,2
US_SD_46115,Q495239,geoId/46115,US,United States of America,SD,South Dakota,46115,Spink County,US,USA,2
US_SD_46117,Q495280,geoId/46117,US,United States of America,SD,South Dakota,46117,Stanley County,US,USA,2
US_SD_46119,Q495264,geoId/46119,US,United States of America,SD,South Dakota,46119,Sully County,US,USA,2
US_SD_46121,Q502081,geoId/46121,US,United States of America,SD,South Dakota,46121,Todd County,US,USA,2
US_SD_46123,Q426360,geoId/46123,US,United States of America,SD,South Dakota,46123,Tripp County,US,USA,2
US_SD_46125,Q495275,geoId/46125,US,United States of America,SD,South Dakota,46125,Turner County,US,USA,2
US_SD_46127,Q495216,geoId/46127,US,United States of America,SD,South Dakota,46127,Union County,US,USA,2
US_SD_46129,Q494764,geoId/46129,US,United States of America,SD,South Dakota,46129,Walworth County,US,USA,2
US_SD_46135,Q493450,geoId/46135,US,United States of America,SD,South Dakota,46135,Yankton County,US,USA,2
US_SD_46137,Q198529,geoId/46137,US,United States of America,SD,South Dakota,46137,Ziebach County,US,USA,2
US_TN,Q1509,geoId/47,US,United States of America,TN,Tennessee,,,US,USA,1
US_TN_47001,Q490318,geoId/47001,US,United States of America,TN,Tennessee,47001,Anderson County,US,USA,2
US_TN_47003,Q495052,geoId/47003,US,United States of America,TN,Tennessee,47003,Bedford County,US,USA,2
US_TN_47005,Q494806,geoId/47005,US,United States of America,TN,Tennessee,47005,Benton County,US,USA,2
US_TN_47007,Q494822,geoId/47007,US,United States of America,TN,Tennessee,47007,Bledsoe County,US,USA,2
US_TN_47009,Q475301,geoId/47009,US,United States of America,TN,Tennessee,47009,Blount County,US,USA,2
US_TN_47011,Q494803,geoId/47011,US,United States of America,TN,Tennessee,47011,Bradley County,US,USA,2
US_TN_47013,Q494791,geoId/47013,US,United States of America,TN,Tennessee,47013,Campbell County,US,USA,2
US_TN_47015,Q494810,geoId/47015,US,United States of America,TN,Tennessee,47015,Cannon County,US,USA,2
US_TN_47017,Q494905,geoId/47017,US,United States of America,TN,Tennessee,47017,Carroll County,US,USA,2
US_TN_47019,Q494990,geoId/47019,US,United States of America,TN,Tennessee,47019,Carter County,US,USA,2
US_TN_47021,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2
US_TN_47023,Q494799,geoId/47023,US,United States of America,TN,Tennessee,47023,Chester County,US,USA,2
US_TN_47025,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2
US_TN_47027,Q494818,geoId/47027,US,United States of America,TN,Tennessee,47027,Clay County,US,USA,2
US_TN_47029,Q488943,geoId/47029,US,United States of America,TN,Tennessee,47029,Cocke County,US,USA,2
US_TN_47031,Q495013,geoId/47031,US,United States of America,TN,Tennessee,47031,Coffee County,US,USA,2
US_TN_47033,Q495022,geoId/47033,US,United States of America,TN,Tennessee,47033,Crockett County,US,USA,2
US_TN_47035,Q489056,geoId/47035,US,United States of America,TN,Tennessee,47035,Cumberland County,US,USA,2
US_TN_47037,Q1177705,geoId/47037,US,United States of America,TN,Tennessee,47037,Davidson County,US,USA,2
US_TN_47039,Q489430,geoId/47039,US,United States of America,TN,Tennessee,47039,Decatur County,US,USA,2
US_TN_47041,Q494794,geoId/47041,US,United States of America,TN,Tennessee,47041,DeKalb County,US,USA,2
US_TN_47043,Q494815,geoId/47043,US,United States of America,TN,Tennessee,47043,Dickson County,US,USA,2
US_TN_47045,Q495078,geoId/47045,US,United States of America,TN,Tennessee,47045,Dyer County,US,USA,2
US_TN_47047,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2
US_TN_47049,Q494760,geoId/47049,US,United States of America,TN,Tennessee,47049,Fentress County,US,USA,2
US_TN_47051,Q494998,geoId/47051,US,United States of America,TN,Tennessee,47051,Franklin County,US,USA,2
US_TN_47053,Q502442,geoId/47053,US,United States of America,TN,Tennessee,47053,Gibson County,US,USA,2
US_TN_47055,Q502479,geoId/47055,US,United States of America,TN,Tennessee,47055,Giles County,US,USA,2
US_TN_47057,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2
US_TN_47059,Q502428,geoId/47059,US,United States of America,TN,Tennessee,47059,Greene County,US,USA,2
US_TN_47061,Q502386,geoId/47061,US,United States of America,TN,Tennessee,47061,Grundy County,US,USA,2
US_TN_47063,Q502342,geoId/47063,US,United States of America,TN,Tennessee,47063,Hamblen County,US,USA,2
US_TN_47065,Q188376,geoId/47065,US,United States of America,TN,Tennessee,47065,Hamilton County,US,USA,2
US_TN_47067,Q495059,geoId/47067,US,United States of America,TN,Tennessee,47067,Hancock County,US,USA,2
US_TN_47069,Q502437,geoId/47069,US,United States of America,TN,Tennessee,47069,Hardeman County,US,USA,2
US_TN_47071,Q302165,geoId/47071,US,United States of America,TN,Tennessee,47071,Hardin County,US,USA,2
US_TN_47073,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2
US_TN_47075,Q502069,geoId/47075,US,United States of America,TN,Tennessee,47075,Haywood County,US,USA,2
US_TN_47077,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2
US_TN_47079,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2
US_TN_47081,Q502047,geoId/47081,US,United States of America,TN,Tennessee,47081,Hickman County,US,USA,2
US_TN_47083,Q502368,geoId/47083,US,United States of America,TN,Tennessee,47083,Houston County,US,USA,2
US_TN_47085,Q502397,geoId/47085,US,United States of America,TN,Tennessee,47085,Humphreys County,US,USA,2
US_TN_47087,Q490306,geoId/47087,US,United States of America,TN,Tennessee,47087,Jackson County,US,USA,2
US_TN_47089,Q494768,geoId/47089,US,United States of America,TN,Tennessee,47089,Jefferson County,US,USA,2
US_TN_47091,Q495067,geoId/47091,US,United States of America,TN,Tennessee,47091,Johnson County,US,USA,2
US_TN_47093,Q495003,geoId/47093,US,United States of America,TN,Tennessee,47093,Knox County,US,USA,2
US_TN_47095,Q494771,geoId/47095,US,United States of America,TN,Tennessee,47095,Lake County,US,USA,2
US_TN_47097,Q502364,geoId/47097,US,United States of America,TN,Tennessee,47097,Lauderdale County,US,USA,2
US_TN_47099,Q505968,geoId/47099,US,United States of America,TN,Tennessee,47099,Lawrence County,US,USA,2
US_TN_47101,Q502077,geoId/47101,US,United States of America,TN,Tennessee,47101,Lewis County,US,USA,2
US_TN_47103,Q490322,geoId/47103,US,United States of America,TN,Tennessee,47103,Lincoln County,US,USA,2
US_TN_47105,Q501927,geoId/47105,US,United States of America,TN,Tennessee,47105,Loudon County,US,USA,2
US_TN_47107,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2
US_TN_47109,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2
US_TN_47111,Q502072,geoId/47111,US,United States of America,TN,Tennessee,47111,Macon County,US,USA,2
US_TN_47113,Q494755,geoId/47113,US,United States of America,TN,Tennessee,47113,Madison County,US,USA,2
US_TN_47115,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2
US_TN_47117,Q495448,geoId/47117,US,United States of America,TN,Tennessee,47117,Marshall County,US,USA,2
US_TN_47119,Q502393,geoId/47119,US,United States of America,TN,Tennessee,47119,Maury County,US,USA,2
US_TN_47121,Q502356,geoId/47121,US,United States of America,TN,Tennessee,47121,Meigs County,US,USA,2
US_TN_47123,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2
US_TN_47125,Q502345,geoId/47125,US,United States of America,TN,Tennessee,47125,Montgomery County,US,USA,2
US_TN_47127,Q494716,geoId/47127,US,United States of America,TN,Tennessee,47127,Moore County,US,USA,2
US_TN_47129,Q372373,geoId/47129,US,United States of America,TN,Tennessee,47129,Morgan County,US,USA,2
US_TN_47131,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2
US_TN_47133,Q494751,geoId/47133,US,United States of America,TN,Tennessee,47133,Overton County,US,USA,2
US_TN_47135,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2
US_TN_47137,Q494776,geoId/47137,US,United States of America,TN,Tennessee,47137,Pickett County,US,USA,2
US_TN_47139,Q502050,geoId/47139,US,United States of America,TN,Tennessee,47139,Polk County,US,USA,2
US_TN_47141,Q495045,geoId/47141,US,United States of America,TN,Tennessee,47141,Putnam County,US,USA,2
US_TN_47143,Q502377,geoId/47143,US,United States of America,TN,Tennessee,47143,Rhea County,US,USA,2
US_TN_47145,Q502380,geoId/47145,US,United States of America,TN,Tennessee,47145,Roane County,US,USA,2
US_TN_47147,Q495043,geoId/47147,US,United States of America,TN,Tennessee,47147,Robertson County,US,USA,2
US_TN_47149,Q502348,geoId/47149,US,United States of America,TN,Tennessee,47149,Rutherford County,US,USA,2
US_TN_47151,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2
US_TN_47153,Q502351,geoId/47153,US,United States of America,TN,Tennessee,47153,Sequatchie County,US,USA,2
US_TN_47155,Q501914,geoId/47155,US,United States of America,TN,Tennessee,47155,Sevier County,US,USA,2
US_TN_47157,Q501602,geoId/47157,US,United States of America,TN,Tennessee,47157,Shelby County,US,USA,2
US_TN_47159,Q494634,geoId/47159,US,United States of America,TN,Tennessee,47159,Smith County,US,USA,2
US_TN_47161,Q501954,geoId/47161,US,United States of America,TN,Tennessee,47161,Stewart County,US,USA,2
US_TN_47163,Q501918,geoId/47163,US,United States of America,TN,Tennessee,47163,Sullivan County,US,USA,2
US_TN_47165,Q506175,geoId/47165,US,United States of America,TN,Tennessee,47165,Sumner County,US,USA,2
US_TN_47167,Q474999,geoId/47167,US,United States of America,TN,Tennessee,47167,Tipton County,US,USA,2
US_TN_47169,Q501939,geoId/47169,US,United States of America,TN,Tennessee,47169,Trousdale County,US,USA,2
US_TN_47171,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2
US_TN_47173,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2
US_TN_47175,Q501964,geoId/47175,US,United States of America,TN,Tennessee,47175,Van Buren County,US,USA,2
US_TN_47177,Q494774,geoId/47177,US,United States of America,TN,Tennessee,47177,Warren County,US,USA,2
US_TN_47179,Q495037,geoId/47179,US,United States of America,TN,Tennessee,47179,Washington County,US,USA,2
US_TN_47181,Q494970,geoId/47181,US,United States of America,TN,Tennessee,47181,Wayne County,US,USA,2
US_TN_47183,Q501959,geoId/47183,US,United States of America,TN,Tennessee,47183,Weakley County,US,USA,2
US_TN_47185,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2
US_TN_47187,Q501948,geoId/47187,US,United States of America,TN,Tennessee,47187,Williamson County,US,USA,2
US_TN_47189,Q501606,geoId/47189,US,United States of America,TN,Tennessee,47189,Wilson County,US,USA,2
US_TX,Q1439,geoId/48,US,United States of America,TX,Texas,,,US,USA,1
US_TX_48001,Q108391,geoId/48001,US,United States of America,TX,Texas,48001,Anderson County,US,USA,2
US_TX_48003,Q108534,geoId/48003,US,United States of America,TX,Texas,48003,Andrews County,US,USA,2
US_TX_48005,Q108379,geoId/48005,US,United States of America,TX,Texas,48005,Angelina County,US,USA,2
US_TX_48007,Q107982,geoId/48007,US,United States of America,TX,Texas,48007,Aransas County,US,USA,2
US_TX_48009,Q108793,geoId/48009,US,United States of America,TX,Texas,48009,Archer County,US,USA,2
US_TX_48011,Q107977,geoId/48011,US,United States of America,TX,Texas,48011,Armstrong County,US,USA,2
US_TX_48013,Q108372,geoId/48013,US,United States of America,TX,Texas,48013,Atascosa County,US,USA,2
US_TX_48015,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2
US_TX_48017,Q107973,geoId/48017,US,United States of America,TX,Texas,48017,Bailey County,US,USA,2
US_TX_48019,Q108367,geoId/48019,US,United States of America,TX,Texas,48019,Bandera County,US,USA,2
US_TX_48021,Q108436,geoId/48021,US,United States of America,TX,Texas,48021,Bastrop County,US,USA,2
US_TX_48023,Q108520,geoId/48023,US,United States of America,TX,Texas,48023,Baylor County,US,USA,2
US_TX_48025,Q108397,geoId/48025,US,United States of America,TX,Texas,48025,Bee County,US,USA,2
US_TX_48027,Q108428,geoId/48027,US,United States of America,TX,Texas,48027,Bell County,US,USA,2
US_TX_48029,Q16861,geoId/48029,US,United States of America,TX,Texas,48029,Bexar County,US,USA,2
US_TX_48031,Q26914,geoId/48031,US,United States of America,TX,Texas,48031,Blanco County,US,USA,2
US_TX_48033,Q108866,geoId/48033,US,United States of America,TX,Texas,48033,Borden County,US,USA,2
US_TX_48035,Q108424,geoId/48035,US,United States of America,TX,Texas,48035,Bosque County,US,USA,2
US_TX_48037,Q108612,geoId/48037,US,United States of America,TX,Texas,48037,Bowie County,US,USA,2
US_TX_48039,Q27034,geoId/48039,US,United States of America,TX,Texas,48039,Brazoria County,US,USA,2
US_TX_48041,Q26601,geoId/48041,US,United States of America,TX,Texas,48041,Brazos County,US,USA,2
US_TX_48043,Q109160,geoId/48043,US,United States of America,TX,Texas,48043,Brewster County,US,USA,2
US_TX_48045,Q109165,geoId/48045,US,United States of America,TX,Texas,48045,Briscoe County,US,USA,2
US_TX_48047,Q26584,geoId/48047,US,United States of America,TX,Texas,48047,Brooks County,US,USA,2
US_TX_48049,Q109170,geoId/48049,US,United States of America,TX,Texas,48049,Brown County,US,USA,2
US_TX_48051,Q108821,geoId/48051,US,United States of America,TX,Texas,48051,Burleson County,US,USA,2
US_TX_48053,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2
US_TX_48055,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2
US_TX_48057,Q26605,geoId/48057,US,United States of America,TX,Texas,48057,Calhoun County,US,USA,2
US_TX_48059,Q108827,geoId/48059,US,United States of America,TX,Texas,48059,Callahan County,US,USA,2
US_TX_48061,Q27051,geoId/48061,US,United States of America,TX,Texas,48061,Cameron County,US,USA,2
US_TX_48063,Q108837,geoId/48063,US,United States of America,TX,Texas,48063,Camp County,US,USA,2
US_TX_48065,Q109155,geoId/48065,US,United States of America,TX,Texas,48065,Carson County,US,USA,2
US_TX_48067,Q109150,geoId/48067,US,United States of America,TX,Texas,48067,Cass County,US,USA,2
US_TX_48069,Q109830,geoId/48069,US,United States of America,TX,Texas,48069,Castro County,US,USA,2
US_TX_48071,Q26598,geoId/48071,US,United States of America,TX,Texas,48071,Chambers County,US,USA,2
US_TX_48073,Q108842,geoId/48073,US,United States of America,TX,Texas,48073,Cherokee County,US,USA,2
US_TX_48075,Q109751,geoId/48075,US,United States of America,TX,Texas,48075,Childress County,US,USA,2
US_TX_48077,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2
US_TX_48079,Q109779,geoId/48079,US,United States of America,TX,Texas,48079,Cochran County,US,USA,2
US_TX_48081,Q108846,geoId/48081,US,United States of America,TX,Texas,48081,Coke County,US,USA,2
US_TX_48083,Q109825,geoId/48083,US,United States of America,TX,Texas,48083,Coleman County,US,USA,2
US_TX_48085,Q111174,geoId/48085,US,United States of America,TX,Texas,48085,Collin County,US,USA,2
US_TX_48087,Q111647,geoId/48087,US,United States of America,TX,Texas,48087,Collingsworth County,US,USA,2
US_TX_48089,Q26885,geoId/48089,US,United States of America,TX,Texas,48089,Colorado County,US,USA,2
US_TX_48091,Q109204,geoId/48091,US,United States of America,TX,Texas,48091,Comal County,US,USA,2
US_TX_48093,Q108952,geoId/48093,US,United States of America,TX,Texas,48093,Comanche County,US,USA,2
US_TX_48095,Q109795,geoId/48095,US,United States of America,TX,Texas,48095,Concho County,US,USA,2
US_TX_48097,Q109636,geoId/48097,US,United States of America,TX,Texas,48097,Cooke County,US,USA,2
US_TX_48099,Q109785,geoId/48099,US,United States of America,TX,Texas,48099,Coryell County,US,USA,2
US_TX_48101,Q109622,geoId/48101,US,United States of America,TX,Texas,48101,Cottle County,US,USA,2
US_TX_48103,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2
US_TX_48105,Q108957,geoId/48105,US,United States of America,TX,Texas,48105,Crockett County,US,USA,2
US_TX_48107,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2
US_TX_48109,Q108607,geoId/48109,US,United States of America,TX,Texas,48109,Culberson County,US,USA,2
US_TX_48111,Q109303,geoId/48111,US,United States of America,TX,Texas,48111,Dallam County,US,USA,2
US_TX_48113,Q111168,geoId/48113,US,United States of America,TX,Texas,48113,Dallas County,US,USA,2
US_TX_48115,Q110670,geoId/48115,US,United States of America,TX,Texas,48115,Dawson County,US,USA,2
US_TX_48117,Q109804,geoId/48117,US,United States of America,TX,Texas,48117,Deaf Smith County,US,USA,2
US_TX_48119,Q109289,geoId/48119,US,United States of America,TX,Texas,48119,Delta County,US,USA,2
US_TX_48121,Q109265,geoId/48121,US,United States of America,TX,Texas,48121,Denton County,US,USA,2
US_TX_48123,Q26712,geoId/48123,US,United States of America,TX,Texas,48123,DeWitt County,US,USA,2
US_TX_48125,Q108962,geoId/48125,US,United States of America,TX,Texas,48125,Dickens County,US,USA,2
US_TX_48127,Q26619,geoId/48127,US,United States of America,TX,Texas,48127,Dimmit County,US,USA,2
US_TX_48129,Q109451,geoId/48129,US,United States of America,TX,Texas,48129,Donley County,US,USA,2
US_TX_48131,Q27037,geoId/48131,US,United States of America,TX,Texas,48131,Duval County,US,USA,2
US_TX_48133,Q156270,geoId/48133,US,United States of America,TX,Texas,48133,Eastland County,US,USA,2
US_TX_48135,Q109810,geoId/48135,US,United States of America,TX,Texas,48135,Ector County,US,USA,2
US_TX_48137,Q26595,geoId/48137,US,United States of America,TX,Texas,48137,Edwards County,US,USA,2
US_TX_48139,Q110130,geoId/48139,US,United States of America,TX,Texas,48139,Ellis County,US,USA,2
US_TX_48141,Q108494,geoId/48141,US,United States of America,TX,Texas,48141,El Paso County,US,USA,2
US_TX_48143,Q110500,geoId/48143,US,United States of America,TX,Texas,48143,Erath County,US,USA,2
US_TX_48145,Q27238,geoId/48145,US,United States of America,TX,Texas,48145,Falls County,US,USA,2
US_TX_48147,Q111593,geoId/48147,US,United States of America,TX,Texas,48147,Fannin County,US,USA,2
US_TX_48149,Q110755,geoId/48149,US,United States of America,TX,Texas,48149,Fayette County,US,USA,2
US_TX_48151,Q109975,geoId/48151,US,United States of America,TX,Texas,48151,Fisher County,US,USA,2
US_TX_48153,Q110528,geoId/48153,US,United States of America,TX,Texas,48153,Floyd County,US,USA,2
US_TX_48155,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2
US_TX_48157,Q26895,geoId/48157,US,United States of America,TX,Texas,48157,Fort Bend County,US,USA,2
US_TX_48159,Q110624,geoId/48159,US,United States of America,TX,Texas,48159,Franklin County,US,USA,2
US_TX_48161,Q110565,geoId/48161,US,United States of America,TX,Texas,48161,Freestone County,US,USA,2
US_TX_48163,Q27011,geoId/48163,US,United States of America,TX,Texas,48163,Frio County,US,USA,2
US_TX_48165,Q109836,geoId/48165,US,United States of America,TX,Texas,48165,Gaines County,US,USA,2
US_TX_48167,Q26587,geoId/48167,US,United States of America,TX,Texas,48167,Galveston County,US,USA,2
US_TX_48169,Q111663,geoId/48169,US,United States of America,TX,Texas,48169,Garza County,US,USA,2
US_TX_48171,Q27024,geoId/48171,US,United States of America,TX,Texas,48171,Gillespie County,US,USA,2
US_TX_48173,Q109293,geoId/48173,US,United States of America,TX,Texas,48173,Glasscock County,US,USA,2
US_TX_48175,Q27233,geoId/48175,US,United States of America,TX,Texas,48175,Goliad County,US,USA,2
US_TX_48177,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2
US_TX_48179,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2
US_TX_48181,Q109457,geoId/48181,US,United States of America,TX,Texas,48181,Grayson County,US,USA,2
US_TX_48183,Q109275,geoId/48183,US,United States of America,TX,Texas,48183,Gregg County,US,USA,2
US_TX_48185,Q26616,geoId/48185,US,United States of America,TX,Texas,48185,Grimes County,US,USA,2
US_TX_48187,Q26610,geoId/48187,US,United States of America,TX,Texas,48187,Guadalupe County,US,USA,2
US_TX_48189,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2
US_TX_48191,Q108803,geoId/48191,US,United States of America,TX,Texas,48191,Hall County,US,USA,2
US_TX_48193,Q109308,geoId/48193,US,United States of America,TX,Texas,48193,Hamilton County,US,USA,2
US_TX_48195,Q109646,geoId/48195,US,United States of America,TX,Texas,48195,Hansford County,US,USA,2
US_TX_48197,Q109317,geoId/48197,US,United States of America,TX,Texas,48197,Hardeman County,US,USA,2
US_TX_48199,Q109270,geoId/48199,US,United States of America,TX,Texas,48199,Hardin County,US,USA,2
US_TX_48201,Q26676,geoId/48201,US,United States of America,TX,Texas,48201,Harris County,US,USA,2
US_TX_48203,Q110904,geoId/48203,US,United States of America,TX,Texas,48203,Harrison County,US,USA,2
US_TX_48205,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2
US_TX_48207,Q112768,geoId/48207,US,United States of America,TX,Texas,48207,Haskell County,US,USA,2
US_TX_48209,Q27018,geoId/48209,US,United States of America,TX,Texas,48209,Hays County,US,USA,2
US_TX_48211,Q112078,geoId/48211,US,United States of America,TX,Texas,48211,Hemphill County,US,USA,2
US_TX_48213,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2
US_TX_48215,Q26519,geoId/48215,US,United States of America,TX,Texas,48215,Hidalgo County,US,USA,2
US_TX_48217,Q110384,geoId/48217,US,United States of America,TX,Texas,48217,Hill County,US,USA,2
US_TX_48219,Q483847,geoId/48219,US,United States of America,TX,Texas,48219,Hockley County,US,USA,2
US_TX_48221,Q485912,geoId/48221,US,United States of America,TX,Texas,48221,Hood County,US,USA,2
US_TX_48223,Q112115,geoId/48223,US,United States of America,TX,Texas,48223,Hopkins County,US,USA,2
US_TX_48225,Q156496,geoId/48225,US,United States of America,TX,Texas,48225,Houston County,US,USA,2
US_TX_48227,Q111380,geoId/48227,US,United States of America,TX,Texas,48227,Howard County,US,USA,2
US_TX_48229,Q110257,geoId/48229,US,United States of America,TX,Texas,48229,Hudspeth County,US,USA,2
US_TX_48231,Q111729,geoId/48231,US,United States of America,TX,Texas,48231,Hunt County,US,USA,2
US_TX_48233,Q484542,geoId/48233,US,United States of America,TX,Texas,48233,Hutchinson County,US,USA,2
US_TX_48235,Q156582,geoId/48235,US,United States of America,TX,Texas,48235,Irion County,US,USA,2
US_TX_48237,Q112673,geoId/48237,US,United States of America,TX,Texas,48237,Jack County,US,USA,2
US_TX_48239,Q110262,geoId/48239,US,United States of America,TX,Texas,48239,Jackson County,US,USA,2
US_TX_48241,Q110575,geoId/48241,US,United States of America,TX,Texas,48241,Jasper County,US,USA,2
US_TX_48243,Q484535,geoId/48243,US,United States of America,TX,Texas,48243,Jeff Davis County,US,USA,2
US_TX_48245,Q156471,geoId/48245,US,United States of America,TX,Texas,48245,Jefferson County,US,USA,2
US_TX_48247,Q279452,geoId/48247,US,United States of America,TX,Texas,48247,Jim Hogg County,US,USA,2
US_TX_48249,Q111753,geoId/48249,US,United States of America,TX,Texas,48249,Jim Wells County,US,USA,2
US_TX_48251,Q113843,geoId/48251,US,United States of America,TX,Texas,48251,Johnson County,US,USA,2
US_TX_48253,Q483895,geoId/48253,US,United States of America,TX,Texas,48253,Jones County,US,USA,2
US_TX_48255,Q111385,geoId/48255,US,United States of America,TX,Texas,48255,Karnes County,US,USA,2
US_TX_48257,Q110486,geoId/48257,US,United States of America,TX,Texas,48257,Kaufman County,US,USA,2
US_TX_48259,Q115428,geoId/48259,US,United States of America,TX,Texas,48259,Kendall County,US,USA,2
US_TX_48261,Q27031,geoId/48261,US,United States of America,TX,Texas,48261,Kenedy County,US,USA,2
US_TX_48263,Q110978,geoId/48263,US,United States of America,TX,Texas,48263,Kent County,US,USA,2
US_TX_48265,Q26528,geoId/48265,US,United States of America,TX,Texas,48265,Kerr County,US,USA,2
US_TX_48267,Q26526,geoId/48267,US,United States of America,TX,Texas,48267,Kimble County,US,USA,2
US_TX_48269,Q110764,geoId/48269,US,United States of America,TX,Texas,48269,King County,US,USA,2
US_TX_48271,Q110983,geoId/48271,US,United States of America,TX,Texas,48271,Kinney County,US,USA,2
US_TX_48273,Q26527,geoId/48273,US,United States of America,TX,Texas,48273,Kleberg County,US,USA,2
US_TX_48275,Q110570,geoId/48275,US,United States of America,TX,Texas,48275,Knox County,US,USA,2
US_TX_48277,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2
US_TX_48279,Q112781,geoId/48279,US,United States of America,TX,Texas,48279,Lamb County,US,USA,2
US_TX_48281,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2
US_TX_48283,Q156440,geoId/48283,US,United States of America,TX,Texas,48283,La Salle County,US,USA,2
US_TX_48285,Q27023,geoId/48285,US,United States of America,TX,Texas,48285,Lavaca County,US,USA,2
US_TX_48287,Q27025,geoId/48287,US,United States of America,TX,Texas,48287,Lee County,US,USA,2
US_TX_48289,Q27021,geoId/48289,US,United States of America,TX,Texas,48289,Leon County,US,USA,2
US_TX_48291,Q26719,geoId/48291,US,United States of America,TX,Texas,48291,Liberty County,US,USA,2
US_TX_48293,Q109616,geoId/48293,US,United States of America,TX,Texas,48293,Limestone County,US,USA,2
US_TX_48295,Q112584,geoId/48295,US,United States of America,TX,Texas,48295,Lipscomb County,US,USA,2
US_TX_48297,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2
US_TX_48299,Q110336,geoId/48299,US,United States of America,TX,Texas,48299,Llano County,US,USA,2
US_TX_48301,Q109209,geoId/48301,US,United States of America,TX,Texas,48301,Loving County,US,USA,2
US_TX_48303,Q111790,geoId/48303,US,United States of America,TX,Texas,48303,Lubbock County,US,USA,2
US_TX_48305,Q114323,geoId/48305,US,United States of America,TX,Texas,48305,Lynn County,US,USA,2
US_TX_48307,Q112149,geoId/48307,US,United States of America,TX,Texas,48307,McCulloch County,US,USA,2
US_TX_48309,Q111368,geoId/48309,US,United States of America,TX,Texas,48309,McLennan County,US,USA,2
US_TX_48311,Q26735,geoId/48311,US,United States of America,TX,Texas,48311,McMullen County,US,USA,2
US_TX_48313,Q113117,geoId/48313,US,United States of America,TX,Texas,48313,Madison County,US,USA,2
US_TX_48315,Q112125,geoId/48315,US,United States of America,TX,Texas,48315,Marion County,US,USA,2
US_TX_48317,Q484551,geoId/48317,US,United States of America,TX,Texas,48317,Martin County,US,USA,2
US_TX_48319,Q111374,geoId/48319,US,United States of America,TX,Texas,48319,Mason County,US,USA,2
