Date,Key,RetailAndRecreation,GroceryAndPharmacy,Parks,TransitStations,Workplaces,Residential
2020-05-17,ID_GO,-29,-17,-34,-63,0,14
2020-05-17,ID_JA,-26,-9,-30,-62,4,10
2020-05-17,ID_JB,-56,-8,-42,-49,-8,16
2020-05-17,ID_JI,-30,-12,-53,-62,-4,16
2020-05-17,ID_JK,-56,-18,-94,-62,-24,17
2020-05-17,ID_JT,-25,-9,-46,-60,2,13
2020-05-17,ID_KB,-48,-25,-48,-56,-10,14
2020-05-17,ID_KI,-28,-1,-38,-59,-2,11
2020-05-17,ID_KR,-36,-18,-51,-76,-15,15
2020-05-17,ID_KS,-43,-26,-55,-64,-5,16
2020-05-17,ID_KT,-37,-19,-43,-54,-2,12
2020-05-17,ID_KU,-28,-5,-36,-53,-3,11
2020-05-17,ID_LA,-24,-3,-42,-51,5,11
2020-05-17,ID_MA,-37,-23,-34,-64,-5,11
2020-05-17,ID_MU,-27,3,-31,-59,4,9
2020-05-17,ID_NB,-26,-10,-50,-61,-4,13
2020-05-17,ID_NT,-40,-25,-26,-65,3,10
2020-05-17,ID_PA,-46,-29,-44,-59,-12,12
2020-05-17,ID_PB,-31,-18,-41,-66,-6,12
2020-05-17,ID_RI,-32,-19,-29,-61,-3,14
2020-05-17,ID_SA,-49,-24,-40,-64,-8,15
2020-05-17,ID_SB,-48,-23,-62,-62,-4,16
2020-05-17,ID_SG,-29,-11,-34,-56,4,12
2020-05-17,ID_SN,-41,-14,-38,-68,-8,15
2020-05-17,ID_SR,-16,-7,-53,-58,8,12
2020-05-17,ID_SS,-34,-16,-37,-51,-2,13
2020-05-17,ID_ST,-20,1,-22,-61,8,10
2020-05-17,ID_SU,-36,-21,-53,-55,-5,15
2020-05-17,IE,-75,-17,-69,-54,-34,16
2020-05-17,IL,-32,1,2,-26,-26,14
2020-05-17,IN,-79,-32,-63,-54,-27,17
2020-05-17,IN_AN,-90,,-72,-80,-20,
2020-05-17,IN_AP,-78,-28,-61,-47,-17,17
2020-05-17,IN_AR,-61,-17,-15,-47,0,8
2020-05-17,IN_AS,-78,-31,-29,-54,-15,14
2020-05-17,IN_BR,-70,-1,-14,-43,-10,8
2020-05-17,IN_CH,-89,-71,-97,-72,-48,22
2020-05-17,IN_CT,-80,-38,-62,-67,-23,17
2020-05-17,IN_DD,-78,-44,-86,-35,-15,18
2020-05-17,IN_DL,-83,-55,-95,-71,-54,21
2020-05-17,IN_DN,-50,38,-65,-43,-9,16
2020-05-17,IN_GA,-73,-38,-74,-43,-18,15
2020-05-17,IN_GJ,-85,-51,-73,-57,-37,24
2020-05-17,IN_HP,-68,-31,-41,-29,-3,10
2020-05-17,IN_HR,-76,-34,-88,-61,-28,16
2020-05-17,IN_JH,-76,-31,-52,-53,-17,15
2020-05-17,IN_JK,26,171,255,239,213,13
2020-05-17,IN_KA,-72,-22,-72,-40,-20,14
2020-05-17,IN_KL,-90,-63,-33,-60,-19,27
2020-05-17,IN_LD,,,30,,-7,
2020-05-17,IN_MH,-83,-46,-76,-65,-41,21
2020-05-17,IN_ML,-76,-53,-26,-35,-9,14
2020-05-17,IN_MN,-81,-34,-27,-35,-15,12
2020-05-17,IN_MP,-78,-36,-70,-54,-25,17
2020-05-17,IN_MZ,-76,0,-17,-31,-17,7
2020-05-17,IN_NL,-68,-14,-59,-57,-2,9
2020-05-17,IN_OR,-72,-19,-39,-47,-11,12
2020-05-17,IN_PB,-75,-31,-75,-60,-22,14
2020-05-17,IN_PY,-75,-29,-81,-41,-12,21
2020-05-17,IN_RJ,-75,-21,-76,-53,-23,14
2020-05-17,IN_SK,-66,-46,-43,-58,-4,11
2020-05-17,IN_TG,-83,-31,-68,-54,-32,17
2020-05-17,IN_TN,-76,-25,-49,-44,-19,17
2020-05-17,IN_TR,-74,-18,-17,-44,-6,12
2020-05-17,IN_UP,-75,-19,-55,-57,-23,14
2020-05-17,IN_UT,-70,-25,-58,-50,-19,15
2020-05-17,IN_WB,-81,-27,-53,-59,-24,16
2020-05-17,IQ,-15,7,-12,-15,-16,12
2020-05-17,IT,-68,-56,-24,-52,-21,12
2020-05-17,IT_21,-72,-54,-23,-53,-21,13
2020-05-17,IT_23,-82,-57,-63,-63,-36,
2020-05-17,IT_25,-70,-51,-17,-58,-22,13
2020-05-17,IT_34,-72,-85,-20,-54,-22,12
2020-05-17,IT_36,-71,-84,-1,-38,-19,12
2020-05-17,IT_42,-64,-44,-31,-45,-23,12
2020-05-17,IT_45,-67,-45,-1,-54,-20,12
2020-05-17,IT_52,-67,-49,-22,-49,-20,12
2020-05-17,IT_55,-71,-59,-27,-38,-18,13
2020-05-17,IT_57,-65,-52,-11,-36,-22,13
2020-05-17,IT_62,-69,-43,-37,-63,-23,13
2020-05-17,IT_65,-75,-84,-25,-63,-25,13
2020-05-17,IT_67,-72,-56,-34,-51,-23,13
2020-05-17,IT_72,-66,-41,-39,-55,-17,11
2020-05-17,IT_75,-60,-50,4,-58,-20,10
2020-05-17,IT_77,-60,-53,-17,-47,-16,9
2020-05-17,IT_78,-63,-48,-14,-62,-17,9
2020-05-17,IT_82,-70,-79,-29,-61,-25,10
2020-05-17,IT_88,-70,-62,-9,-48,-17,9
2020-05-17,IT_TN,-67,-77,-30,-40,-33,9
2020-05-17,JM,-53,-34,-49,-49,-25,12
2020-05-17,JO,-35,-13,-32,-76,-38,15
2020-05-17,JP,-32,-1,-2,-48,-20,9
2020-05-17,JP_01,-30,-5,0,-50,-22,8
2020-05-17,JP_02,-17,-2,20,-32,-10,5
2020-05-17,JP_03,-18,0,5,-37,-11,6
2020-05-17,JP_04,-26,-3,13,-49,-17,8
2020-05-17,JP_05,-12,2,15,-35,-9,6
2020-05-17,JP_06,-18,1,3,-41,-14,6
2020-05-17,JP_07,-21,0,11,-42,-14,8
2020-05-17,JP_08,-23,-1,7,-50,-15,9
2020-05-17,JP_09,-25,-1,6,-43,-13,9
2020-05-17,JP_10,-26,-4,3,-47,-14,9
2020-05-17,JP_11,-32,0,10,-53,-22,11
2020-05-17,JP_12,-35,1,23,-52,-22,11
2020-05-17,JP_13,-48,3,3,-56,-31,12
2020-05-17,JP_14,-37,3,14,-49,-26,11
2020-05-17,JP_15,-22,-1,-12,-53,-15,8
2020-05-17,JP_16,-32,-3,-5,-51,-18,10
2020-05-17,JP_17,-35,-3,-45,-61,-23,11
2020-05-17,JP_18,-29,-1,-29,-42,-18,10
2020-05-17,JP_19,-26,-2,-17,-58,-15,8
2020-05-17,JP_20,-27,-4,-6,-54,-13,8
2020-05-17,JP_21,-29,0,-18,-45,-16,9
2020-05-17,JP_22,-26,0,-13,-55,-17,9
2020-05-17,JP_23,-28,0,8,-52,-18,10
2020-05-17,JP_24,-23,-1,-22,-53,-14,9
2020-05-17,JP_25,-26,3,-14,-55,-16,8
2020-05-17,JP_26,-36,1,-17,-60,-24,10
2020-05-17,JP_27,-39,3,-4,-55,-23,10
2020-05-17,JP_28,-35,2,-11,-52,-21,10
2020-05-17,JP_29,-27,2,-3,-49,-18,9
2020-05-17,JP_30,-24,-1,0,-44,-14,8
2020-05-17,JP_31,-21,0,-3,-43,-12,7
2020-05-17,JP_32,-25,-4,-6,-37,-11,8
2020-05-17,JP_33,-24,-3,-5,-47,-13,8
2020-05-17,JP_34,-30,0,-7,-49,-18,9
2020-05-17,JP_35,-20,0,0,-41,-13,8
2020-05-17,JP_36,-22,-2,6,-47,-11,8
2020-05-17,JP_37,-26,-4,-5,-53,-13,9
2020-05-17,JP_38,-25,-1,4,-42,-13,9
2020-05-17,JP_39,-22,-6,-12,-37,-14,8
2020-05-17,JP_40,-29,-3,-1,-56,-21,10
2020-05-17,JP_41,-23,-4,-21,-40,-12,9
2020-05-17,JP_42,-18,0,-7,-46,-12,7
2020-05-17,JP_43,-23,-2,-9,-42,-14,8
2020-05-17,JP_44,-21,-2,-24,-42,-15,8
2020-05-17,JP_45,-19,1,-35,-42,-11,8
2020-05-17,JP_46,-16,2,-28,-49,-10,8
2020-05-17,JP_47,-32,-11,-46,-64,-24,11
2020-05-17,KE,-41,-30,-25,-38,-9,16
2020-05-17,KG,-45,-32,-16,-43,-12,4
2020-05-17,KH,-28,-19,-16,-46,-10,7
2020-05-17,KR,-1,25,56,-2,-4,2
2020-05-17,KW,-87,-74,-77,-78,-78,41
2020-05-17,KZ,-30,-11,8,-7,-8,2
2020-05-17,LA,-28,-13,-14,-45,3,5
2020-05-17,LB,-69,-55,-39,-81,-30,13
2020-05-17,LI,,,,-21,,
2020-05-17,LK,-83,-84,-57,-76,-38,28
2020-05-17,LT,-38,4,30,-35,-3,2
2020-05-17,LU,-65,-33,72,-40,-25,7
2020-05-17,LV,-18,1,29,-26,-7,1
2020-05-17,LY,-10,16,7,-26,-18,8
2020-05-17,MD,-39,-20,-19,-45,-12,5
2020-05-17,MK,-50,-11,25,-46,-24,5
2020-05-17,ML,-17,-17,-16,-34,24,9
2020-05-17,MM,-46,-31,-22,-41,-9,13
2020-05-17,MN,11,30,29,10,17,-2
2020-05-17,MT,-61,-22,-1,-35,-30,12
2020-05-17,MU,-88,-91,-83,-87,-56,22
2020-05-17,MX,-60,-24,-55,-56,-20,13
2020-05-17,MX_AGU,-58,-17,-37,-67,-13,11
2020-05-17,MX_BCN,-57,-18,-49,-60,-23,14
2020-05-17,MX_BCS,-71,-33,-64,-74,-37,17
2020-05-17,MX_CAM,-65,-25,-61,-60,-19,15
2020-05-17,MX_CHH,-61,-24,-51,-61,-19,13
2020-05-17,MX_CHP,-61,-27,-52,-62,-16,13
2020-05-17,MX_CMX,-67,-33,-67,-58,-31,16
2020-05-17,MX_COA,-58,-22,-58,-51,-12,11
2020-05-17,MX_COL,-56,-16,-40,-59,-10,12
2020-05-17,MX_DUR,-54,-20,-53,-51,-11,10
2020-05-17,MX_GRO,-66,-32,-62,-65,-24,15
2020-05-17,MX_GUA,-58,-18,-54,-49,-12,10
2020-05-17,MX_HID,-58,-29,-54,-57,-15,14
2020-05-17,MX_JAL,-52,-16,-47,-57,-15,11
2020-05-17,MX_MEX,-55,-21,-48,-51,-19,13
2020-05-17,MX_MIC,-51,-17,-36,-53,-9,10
2020-05-17,MX_MOR,-62,-29,-56,-58,-20,15
2020-05-17,MX_NAY,-66,-30,-64,-52,-22,14
2020-05-17,MX_NLE,-57,-18,-55,-61,-20,11
2020-05-17,MX_OAX,-59,-28,-57,-59,-17,11
2020-05-17,MX_PUE,-61,-26,-55,-45,-18,13
2020-05-17,MX_QUE,-64,-26,-60,-44,-20,13
2020-05-17,MX_ROO,-76,-42,-75,-88,-47,23
2020-05-17,MX_SIN,-66,-27,-56,-68,-21,17
2020-05-17,MX_SLP,-54,-22,-59,-60,-12,10
2020-05-17,MX_SON,-60,-24,-56,-62,-15,13
2020-05-17,MX_TAB,-74,-46,-64,-69,-33,18
2020-05-17,MX_TAM,-55,-19,-54,-58,-16,12
2020-05-17,MX_TLA,-46,-17,-46,-51,-5,12
2020-05-17,MX_VER,-57,-20,-53,-55,-19,12
2020-05-17,MX_YUC,-76,-43,-72,-80,-28,22
2020-05-17,MX_ZAC,-56,-23,-50,-57,-11,11
2020-05-17,MY,-59,-19,-55,-59,-26,20
2020-05-17,MY_01,-61,-22,-59,-64,-33,20
2020-05-17,MY_02,-50,-8,-35,-72,-30,18
2020-05-17,MY_03,-39,3,-8,-48,-27,17
2020-05-17,MY_04,-65,-21,-76,-55,-21,20
2020-05-17,MY_05,-62,-26,-62,-50,-17,20
2020-05-17,MY_06,-71,-30,-52,-56,-15,18
2020-05-17,MY_07,-61,-22,-83,-55,-23,22
2020-05-17,MY_08,-62,-28,-62,-60,-19,19
2020-05-17,MY_09,-53,-21,-61,-93,-16,18
2020-05-17,MY_10,-59,-16,-57,-62,-25,21
2020-05-17,MY_11,-45,2,-36,-59,-30,17
2020-05-17,MY_12,-60,-25,-45,-67,-20,17
2020-05-17,MY_13,-56,-22,-33,-71,-20,18
2020-05-17,MY_16,-58,35,-68,-68,-17,
2020-05-17,MZ,-28,-8,-31,-32,8,10
2020-05-17,"NA",-30,-14,-21,-62,-5,8
2020-05-17,NE,-15,-1,-17,-23,14,5
2020-05-17,NG,-44,-34,-42,-40,-2,17
2020-05-17,NI,-45,-21,-37,-46,-20,12
2020-05-17,NL,-37,-6,86,-40,-3,5
2020-05-17,NL_DR,-25,-4,80,-21,-2,4
2020-05-17,NL_FL,-26,-7,128,-34,-4,5
2020-05-17,NL_FR,-25,-4,160,1,1,4
2020-05-17,NL_GE,-33,-5,89,-26,-1,5
2020-05-17,NL_GR,-41,-8,135,-37,-7,5
2020-05-17,NL_LI,-44,-5,59,-19,-5,6
2020-05-17,NL_NB,-41,-4,79,-44,-1,5
2020-05-17,NL_NH,-43,-10,67,-63,-10,6
2020-05-17,NL_OV,-37,-1,107,-34,-4,5
2020-05-17,NL_UT,-34,-12,91,-45,0,5
2020-05-17,NL_ZE,-36,-8,73,1,-4,4
2020-05-17,NL_ZH,-32,-5,100,-33,-3,5
2020-05-17,NO,-29,-22,19,-22,-6,1
2020-05-17,NO_03,-38,-28,30,-28,-17,1
2020-05-17,NO_11,-36,-28,-12,-26,-9,1
2020-05-17,NO_15,-30,-12,16,-25,-6,3
2020-05-17,NO_18,-1,,78,-53,8,-2
2020-05-17,NO_30,-25,-23,31,-30,-6,1
2020-05-17,NO_34,-24,-23,13,-50,-2,1
2020-05-17,NO_38,-7,-7,24,-20,3,0
2020-05-17,NO_42,-13,-2,23,14,4,-1
2020-05-17,NO_46,-42,-31,-2,-29,-9,1
2020-05-17,NO_50,-35,-30,69,-29,-8,2
2020-05-17,NO_54,-30,-5,7,-42,-5,0
2020-05-17,NP,-73,-59,-49,-66,-59,23
2020-05-17,NZ,-34,-10,-33,-38,-17,8
2020-05-17,OM,-51,-37,-43,-63,-39,20
2020-05-17,PA,-93,-93,-84,-88,-67,34
2020-05-17,PE,-97,-95,-87,-93,-72,34
2020-05-17,PE_AMA,,,-69,-88,-40,
2020-05-17,PE_ANC,-96,-93,-79,-94,-66,32
2020-05-17,PE_APU,-96,-86,-74,-86,-47,
2020-05-17,PE_ARE,-97,-94,-85,-91,-67,34
2020-05-17,PE_AYA,-92,-90,-79,-94,-51,
2020-05-17,PE_CAJ,-94,-89,-77,-92,-56,33
2020-05-17,PE_CAL,-96,-94,-90,-95,-79,32
2020-05-17,PE_CUS,-97,-93,-81,-92,-59,35
2020-05-17,PE_HUC,-97,-94,-82,-100,-60,
2020-05-17,PE_HUV,,,-65,-82,-40,
2020-05-17,PE_ICA,-96,-95,-89,-96,-69,35
2020-05-17,PE_JUN,-96,-94,-80,-93,-57,35
2020-05-17,PE_LAL,-96,-93,-86,-93,-69,33
2020-05-17,PE_LAM,-97,-94,-85,-95,-69,32
2020-05-17,PE_LIM,-98,-96,-93,-93,-80,33
2020-05-17,PE_LOR,-93,-89,-78,-88,-48,29
2020-05-17,PE_MDD,-94,-91,-84,-85,-50,
2020-05-17,PE_MOQ,-95,-96,-90,-95,-64,
2020-05-17,PE_PAS,-89,,-70,,-43,
2020-05-17,PE_PIU,-95,-93,-81,-94,-66,33
2020-05-17,PE_PUN,-94,-91,-78,-95,-57,35
2020-05-17,PE_SAM,-96,-94,-75,-94,-58,33
2020-05-17,PE_TAC,-97,-94,-90,-93,-72,
2020-05-17,PE_TUM,-91,-83,-80,-86,-59,
2020-05-17,PE_UCA,-94,-90,-77,,-53,
2020-05-17,PG,3,23,-10,-22,23,
2020-05-17,PH,-79,-48,-61,-74,-40,23
2020-05-17,PK,-52,-37,-33,-47,-13,13
2020-05-17,PK_BA,-24,-14,-18,-28,-12,13
2020-05-17,PK_GB,,,87,,7,
2020-05-17,PK_KP,-42,-29,-25,-43,-13,13
2020-05-17,PK_PB,-50,-34,-30,-44,-12,13
2020-05-17,PK_SD,-62,-47,-52,-52,-16,13
2020-05-17,PL,-46,-12,52,-37,-3,3
2020-05-17,PL_04,-49,-19,20,-44,-3,3
2020-05-17,PL_06,-41,2,66,-37,0,2
2020-05-17,PL_08,-34,-14,113,-30,-1,1
2020-05-17,PL_10,-40,-3,,-26,3,2
2020-05-17,PL_12,-55,-21,26,-49,-9,3
2020-05-17,PL_14,-51,-10,11,-45,-4,2
2020-05-17,PL_16,-33,2,145,-29,-4,2
2020-05-17,PL_18,-35,8,110,-38,-2,3
2020-05-17,PL_20,-51,-14,66,-35,-3,3
2020-05-17,PL_22,-58,-26,8,-48,-7,5
2020-05-17,PL_24,-37,-4,125,-21,-5,3
2020-05-17,PL_26,-39,18,95,-30,1,3
2020-05-17,PL_28,-48,-15,23,-42,-5,3
2020-05-17,PL_30,-44,-10,80,-39,-4,3
2020-05-17,PL_32,-44,-26,27,-28,-5,3
2020-05-17,PR,-70,-72,-56,-75,-40,18
2020-05-17,PT,-62,-30,-4,-57,-23,10
2020-05-17,PT_20,-56,-28,22,-75,-17,
2020-05-17,PT_30,-68,-37,-40,-51,-32,13
2020-05-17,PY,-56,-39,-61,-67,-9,18
2020-05-17,QA,-44,-16,-32,-49,-34,25
2020-05-17,RE,-74,,-60,-77,-24,
2020-05-17,RO,-42,-13,15,-34,-9,2
2020-05-17,RS,-23,-13,11,-29,-14,0
2020-05-17,RW,-39,-32,-20,-49,-12,14
2020-05-17,SA,-54,-26,-55,-76,-47,25
2020-05-17,SE,-20,-7,48,-35,-6,5
2020-05-17,SE_110,-24,-10,39,-40,-6,5
2020-05-17,SE_121,-23,-8,27,-37,0,6
2020-05-17,SE_122,-7,-3,63,-39,-3,4
2020-05-17,SE_123,-15,-1,64,-36,-7,4
2020-05-17,SE_124,-15,-3,75,-33,-8,4
2020-05-17,SE_125,-13,-2,,-36,-5,4
2020-05-17,SE_211,-19,-4,24,-28,-12,5
2020-05-17,SE_212,-18,-5,,-36,-12,
2020-05-17,SE_213,-5,1,61,-25,-4,4
2020-05-17,SE_214,,2,,-42,7,
2020-05-17,SE_221,-1,-6,16,-18,-6,
2020-05-17,SE_224,-19,-6,6,-43,-5,5
2020-05-17,SE_231,-11,-1,61,-30,-3,6
2020-05-17,SE_232,-22,-8,34,-35,-7,5
2020-05-17,SE_311,-27,-12,15,-21,-1,3
2020-05-17,SE_312,-34,-9,24,-28,-12,4
2020-05-17,SE_313,-23,-5,27,-24,-5,4
2020-05-17,SE_321,-16,0,,-18,-10,3
2020-05-17,SE_331,-23,-6,29,-37,-8,4
2020-05-17,SE_332,-19,-1,,-28,-4,2
2020-05-17,SG,-65,-27,-67,-67,-43,27
2020-05-17,SI,-41,-81,29,-15,-10,3
2020-05-17,SK,-55,-81,89,-38,-8,3
2020-05-17,SN,-43,-33,-35,-53,-1,12
2020-05-17,SV,-82,-65,-74,-76,-48,23
2020-05-17,TG,-31,-21,-18,-41,3,14
2020-05-17,TH,-32,0,-39,-42,-10,10
2020-05-17,TJ,-44,-40,-23,-43,-20,11
2020-05-17,TR,-80,-60,-51,-81,-45,19
2020-05-17,TT,-50,-22,-43,-74,-16,11
2020-05-17,TW,-3,7,13,-21,-5,3
2020-05-17,TZ,-30,-14,-21,-25,-7,7
2020-05-17,UG,-60,-48,-30,-69,-11,20
2020-05-17,US,-30,-8,17,-39,-25,8
2020-05-17,US_AK,6,14,186,-28,-14,0
2020-05-17,US_AL,-18,-1,30,-12,-21,6
2020-05-17,US_AR,-11,8,45,-13,-17,5
2020-05-17,US_AZ,-25,-9,-8,-34,-21,6
2020-05-17,US_CA,-47,-13,-16,-44,-28,11
2020-05-17,US_CO,-25,-4,73,-40,-25,6
2020-05-17,US_CT,-29,-15,94,-44,-24,8
2020-05-17,US_DC,-63,-30,-43,-68,-40,13
2020-05-17,US_DE,-32,-11,26,-42,-27,8
2020-05-17,US_FL,-33,-15,-20,-53,-28,9
2020-05-17,US_GA,-21,-5,46,-42,-25,6
2020-05-17,US_HI,-46,-22,-30,-69,-37,11
2020-05-17,US_IA,-19,12,63,-18,-18,6
2020-05-17,US_ID,-2,11,159,0,-20,3
2020-05-17,US_IL,-46,-21,-34,-50,-31,11
2020-05-17,US_IN,-21,-3,41,-16,-23,6
2020-05-17,US_KS,-12,0,106,-2,-18,4
2020-05-17,US_KY,-24,3,82,-18,-24,5
2020-05-17,US_LA,-25,-2,-14,-39,-23,7
2020-05-17,US_MA,-37,-21,54,-56,-29,10
2020-05-17,US_MD,-35,-16,66,-42,-30,10
2020-05-17,US_ME,-16,6,159,-26,-16,3
2020-05-17,US_MI,-37,-13,17,-43,-30,9
2020-05-17,US_MN,-39,-14,5,-58,-28,9
2020-05-17,US_MO,-15,2,40,-22,-19,5
2020-05-17,US_MS,-12,1,11,-13,-21,6
2020-05-17,US_MT,-6,13,97,-7,-14,1
2020-05-17,US_NC,-24,-2,52,-34,-25,6
2020-05-17,US_ND,-8,4,179,-18,-12,0
2020-05-17,US_NE,-20,-1,63,-8,-16,6
2020-05-17,US_NH,-22,-12,91,-25,-23,6
2020-05-17,US_NJ,-46,-17,100,-57,-29,11
2020-05-17,US_NM,-27,-2,19,-21,-21,7
2020-05-17,US_NV,-35,-12,-29,-50,-41,10
2020-05-17,US_NY,-47,-15,54,-56,-31,10
2020-05-17,US_OH,-20,-3,135,-19,-21,5
2020-05-17,US_OK,-5,9,82,0,-16,3
2020-05-17,US_OR,-28,-6,21,-29,-26,7
2020-05-17,US_PA,-31,-11,80,-42,-26,7
2020-05-17,US_RI,-24,-12,107,-46,-23,8
2020-05-17,US_SC,-12,4,51,-4,-23,5
2020-05-17,US_SD,-5,19,204,0,-13,3
2020-05-17,US_TN,-14,3,56,-20,-22,5
2020-05-17,US_TX,-22,-6,-1,-34,-21,7
2020-05-17,US_UT,-13,8,126,-28,-27,4
2020-05-17,US_VA,-30,-9,48,-40,-27,8
2020-05-17,US_VT,-28,-10,116,-53,-29,4
2020-05-17,US_WA,-30,-7,45,-40,-28,8
2020-05-17,US_WI,-36,-15,-10,-39,-23,9
2020-05-17,US_WV,-10,9,91,-6,-19,3
2020-05-17,US_WY,-3,7,118,7,-13,1
2020-05-17,UY,-48,-24,-50,-49,-17,13
2020-05-17,VE,-54,-37,-50,-54,-9,11
2020-05-17,VN,-15,9,-22,-1,-1,7
2020-05-17,YE,-4,2,-11,-1,-15,8
2020-05-17,ZA,-58,-29,-49,-67,-20,18
2020-05-17,ZM,-20,-10,-5,-25,6,12
2020-05-17,ZW,-38,-22,-24,-57,-7,23
2020-05-18,AE,-48,-18,-64,-59,-42,27
2020-05-18,AF,-29,2,-15,-36,-28,11
2020-05-18,AG,-35,-25,-20,-52,-41,23
2020-05-18,AO,-35,-23,-22,-49,-25,21
2020-05-18,AR,-69,-24,-88,-53,-32,18
2020-05-18,AR_A,-59,-18,-78,-18,-11,12
2020-05-18,AR_C,-71,-27,-90,-49,-37,20
2020-05-18,AR_D,-71,-35,-91,-74,-21,16
2020-05-18,AR_E,-64,-18,-87,-66,-14,13
2020-05-18,AR_F,-65,-16,-93,-54,-19,15
2020-05-18,AR_G,-66,-17,-76,-66,-19,14
2020-05-18,AR_H,-68,-16,-88,-73,-22,15
2020-05-18,AR_J,-62,-8,-85,-69,-8,13
2020-05-18,AR_K,-56,-2,-87,-50,-2,14
2020-05-18,AR_L,-63,-18,-80,-35,-14,14
2020-05-18,AR_M,-62,-26,-86,-35,-22,17
2020-05-18,AR_N,-60,-27,-78,-75,-12,13
2020-05-18,AR_P,-71,-10,-78,,-6,10
2020-05-18,AR_Q,-67,-27,-88,-44,-29,20
2020-05-18,AR_R,-75,-40,-88,-88,-30,20
2020-05-18,AR_S,-64,-19,-91,-23,-22,15
2020-05-18,AR_T,-61,-11,-76,-76,-19,14
2020-05-18,AR_U,-68,-32,-90,-79,-25,19
2020-05-18,AR_V,-72,-41,-84,-84,-34,22
2020-05-18,AR_W,-60,-20,-80,-68,-11,12
2020-05-18,AR_X,-70,-32,-88,-75,-29,19
2020-05-18,AR_Y,-54,-15,-77,-61,-5,12
2020-05-18,AR_Z,-68,-24,-86,-84,-21,20
2020-05-18,AT,-20,-11,35,-32,-27,7
2020-05-18,AT_11,-9,-10,79,,-24,7
2020-05-18,AT_12,0,-5,87,-40,-25,8
2020-05-18,AT_13,-21,-10,61,-31,-35,9
2020-05-18,AT_21,-12,-10,1,-28,-22,6
2020-05-18,AT_22,-14,-11,30,-31,-26,7
2020-05-18,AT_31,-9,-6,81,-28,-24,7
2020-05-18,AT_32,-40,-20,-18,-39,-29,7
2020-05-18,AT_33,-45,-27,-19,-38,-29,6
2020-05-18,AT_34,-19,-13,-27,-37,-24,7
2020-05-18,AU,-26,-4,-25,-51,-24,13
2020-05-18,AU_ACT,-32,-3,-3,-46,-31,15
2020-05-18,AU_NSW,-29,-4,-33,-52,-28,15
2020-05-18,AU_NT,-2,12,1,-25,13,5
2020-05-18,AU_QLD,-22,-2,-29,-50,-17,11
2020-05-18,AU_SA,-22,7,-11,-34,-9,8
2020-05-18,AU_TAS,-35,-15,-60,-52,-16,11
2020-05-18,AU_VIC,-34,-8,-4,-61,-35,16
2020-05-18,AU_WA,-17,3,-27,-44,-9,9
2020-05-18,AW,-46,-20,-18,-53,-37,20
2020-05-18,BA,-19,0,18,-22,-16,6
2020-05-18,BB,-47,-38,-36,-63,-46,23
2020-05-18,BD,-54,-31,-28,-50,-38,19
2020-05-18,BE,-34,-9,22,-41,-43,16
2020-05-18,BF,-10,-7,-12,-19,-2,8
2020-05-18,BG,-16,-3,27,-30,-27,6
2020-05-18,BH,-34,-11,-32,-26,-22,18
2020-05-18,BJ,-13,4,5,-9,-7,4
2020-05-18,BO,-69,-54,-62,-72,-57,32
2020-05-18,BR,-50,-13,-48,-48,-26,16
2020-05-18,BR_AC,-59,-23,-43,-71,-31,16
2020-05-18,BR_AL,-58,-21,-59,-59,-34,16
2020-05-18,BR_AM,-53,-11,-49,-37,-33,16
2020-05-18,BR_AP,-54,1,-40,-66,-45,17
2020-05-18,BR_BA,-54,-17,-54,-57,-28,16
2020-05-18,BR_CE,-69,-25,-57,-65,-45,20
2020-05-18,BR_DF,-52,-7,-59,-40,-35,19
2020-05-18,BR_ES,-46,-14,-45,-52,-21,14
2020-05-18,BR_GO,-37,-7,-22,-31,-14,14
2020-05-18,BR_MA,-54,-8,-33,-62,-33,17
2020-05-18,BR_MG,-41,-6,-26,-37,-17,13
2020-05-18,BR_MS,-25,-4,-27,-33,-6,10
2020-05-18,BR_MT,-29,-3,-26,-36,-9,9
2020-05-18,BR_PA,-55,-13,-42,-57,-34,17
2020-05-18,BR_PB,-66,-18,-63,-59,-34,17
2020-05-18,BR_PE,-69,-27,-58,-57,-42,21
2020-05-18,BR_PI,-63,-21,-36,-72,-34,20
2020-05-18,BR_PR,-35,-8,-41,-38,-13,13
2020-05-18,BR_RJ,-58,-15,-66,-54,-38,19
2020-05-18,BR_RN,-54,-15,-65,-51,-29,16
2020-05-18,BR_RO,-34,-6,-19,-57,-11,11
2020-05-18,BR_RR,-46,-9,-37,-59,-18,14
2020-05-18,BR_RS,-37,-11,-38,-40,-17,14
2020-05-18,BR_SC,-38,-20,-66,-63,-15,12
2020-05-18,BR_SE,-56,-21,-53,-68,-37,16
2020-05-18,BR_SP,-56,-15,-46,-52,-31,18
2020-05-18,BR_TO,-49,-20,-26,-61,-21,15
2020-05-18,BS,-35,-6,-19,-79,-41,21
2020-05-18,BW,-31,-26,-14,-56,-36,26
2020-05-18,BY,-16,-4,6,-20,-18,6
2020-05-18,BZ,-29,-18,-29,-48,-39,15
2020-05-18,CA,-48,-27,94,-69,-79,24
2020-05-18,CA_AB,-34,-5,88,-65,-76,21
2020-05-18,CA_BC,-37,-4,185,-57,-76,20
2020-05-18,CA_MB,-37,-26,197,-65,-77,19
2020-05-18,CA_NB,-50,-46,193,-56,-72,17
2020-05-18,CA_NL,-56,-49,,-65,-72,14
