key,date,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
US_IA_19079,2020-06-19,-23,-3,,13,-20,
US_IA_19081,2020-06-19,,-2,,,-24,
US_IA_19083,2020-06-19,-40,26,,,-19,
US_IA_19085,2020-06-19,-30,3,,,-28,
US_IA_19087,2020-06-19,5,12,,40,-19,
US_IA_19089,2020-06-19,-37,4,,,-27,
US_IA_19091,2020-06-19,-39,-7,,,-25,
US_IA_19093,2020-06-19,-64,,,,-18,
US_IA_19095,2020-06-19,-71,4,,,-15,
US_IA_19097,2020-06-19,-26,16,,,-22,
US_IA_19099,2020-06-19,-8,31,,22,-25,1
US_IA_19101,2020-06-19,-17,,,,-28,
US_IA_19103,2020-06-19,-11,-4,13,-15,-30,10
US_IA_19105,2020-06-19,12,14,,,-30,
US_IA_19107,2020-06-19,-66,,,,-13,
US_IA_19109,2020-06-19,-62,60,,,-17,
US_IA_19111,2020-06-19,2,1,,,-18,5
US_IA_19113,2020-06-19,-5,22,57,-23,-31,9
US_IA_19115,2020-06-19,,,,,-15,
US_IA_19117,2020-06-19,-59,8,,,-8,
US_IA_19119,2020-06-19,-70,,,,-25,
US_IA_19121,2020-06-19,-46,26,,,-31,
US_IA_19123,2020-06-19,6,,,,-25,
US_IA_19125,2020-06-19,22,43,,,-24,1
US_IA_19127,2020-06-19,-2,23,,,-28,5
US_IA_19129,2020-06-19,-8,,,,-26,
US_IA_19131,2020-06-19,-67,,,,-22,
US_IA_19133,2020-06-19,-25,,,,-23,
US_IA_19135,2020-06-19,-51,,,,-21,
US_IA_19137,2020-06-19,-42,-3,,,-19,
US_IA_19139,2020-06-19,-5,41,,,-28,6
US_IA_19141,2020-06-19,-17,-9,,,-20,
US_IA_19143,2020-06-19,,,,,-21,
US_IA_19145,2020-06-19,-15,,,,-14,
US_IA_19147,2020-06-19,-33,-18,,,-16,
US_IA_19149,2020-06-19,8,16,,,-26,9
US_IA_19151,2020-06-19,,,,,-25,
US_IA_19153,2020-06-19,-5,14,153,-12,-38,10
US_IA_19155,2020-06-19,-4,23,34,19,-31,8
US_IA_19157,2020-06-19,-23,-5,,0,-25,
US_IA_19161,2020-06-19,,,,,-18,
US_IA_19163,2020-06-19,5,10,105,9,-32,7
US_IA_19165,2020-06-19,-20,-14,,,-22,
US_IA_19167,2020-06-19,-6,11,,,-24,3
US_IA_19169,2020-06-19,-14,2,-58,-28,-35,11
US_IA_19171,2020-06-19,-42,-7,,,-23,
US_IA_19173,2020-06-18,,,,,-18,
US_IA_19175,2020-06-19,-22,,,,-16,
US_IA_19177,2020-06-19,,-7,,,-15,
US_IA_19179,2020-06-19,16,19,,,-17,2
US_IA_19181,2020-06-19,11,20,,,-28,5
US_IA_19183,2020-06-19,3,-9,,,-25,-3
US_IA_19185,2020-06-18,,,,,-17,
US_IA_19187,2020-06-19,5,89,,,-26,5
US_IA_19189,2020-06-19,-45,-16,,,-22,
US_IA_19191,2020-06-19,-1,-17,,,-30,
US_IA_19193,2020-06-19,-2,15,-12,9,-23,5
US_IA_19195,2020-06-19,,-31,,,-26,
US_IA_19197,2020-06-19,-27,4,,,-24,
US_ID,2020-06-19,3,17,247,14,-29,2
US_ID_16001,2020-06-19,-12,7,127,-23,-38,7
US_ID_16005,2020-06-19,-1,12,27,17,-29,4
US_ID_16007,2020-05-25,-28,-17,,,-51,
US_ID_16009,2020-06-19,-16,-6,,,-17,
US_ID_16011,2020-06-19,9,19,,-55,-24,1
US_ID_16013,2020-06-19,-13,-50,,3,-33,
US_ID_16015,2020-06-19,-57,,-12,,-27,
US_ID_16017,2020-06-19,26,-32,-22,,-17,-1
US_ID_16019,2020-06-19,9,18,39,11,-25,1
US_ID_16021,2020-06-19,-29,-4,,,-1,
US_ID_16027,2020-06-19,0,14,183,4,-28,3
US_ID_16029,2020-06-18,-52,-6,,,-22,
US_ID_16031,2020-06-19,27,2,,,-27,0
US_ID_16035,2020-06-18,-54,-14,,,-16,
US_ID_16039,2020-06-19,5,1,,26,-25,4
US_ID_16041,2020-06-19,-3,-10,,,-14,
US_ID_16043,2020-06-19,-64,2,-38,,-19,
US_ID_16045,2020-06-19,23,1,,,-29,
US_ID_16047,2020-06-19,-42,-4,,,-10,
US_ID_16049,2020-06-19,-74,-15,,,-25,
US_ID_16051,2020-06-19,-39,27,-62,,-19,3
US_ID_16053,2020-06-19,20,-44,,105,-21,6
US_ID_16055,2020-06-19,17,21,85,27,-23,1
US_ID_16057,2020-06-19,-3,9,,,-37,4
US_ID_16059,2020-06-19,-23,-27,,,-11,
US_ID_16063,2020-06-19,,,,,-27,
US_ID_16065,2020-06-19,-4,39,,,-44,4
US_ID_16067,2020-06-19,8,27,,28,-10,1
US_ID_16069,2020-06-19,2,17,-24,-43,-25,1
US_ID_16071,2020-06-10,,,,,-32,
US_ID_16073,2020-06-19,-30,12,,,-12,
US_ID_16075,2020-06-19,8,-5,,,-31,2
US_ID_16077,2020-06-19,-26,-9,,,-22,
US_ID_16079,2020-06-19,-28,-4,,,-16,
US_ID_16081,2020-06-19,-69,-19,,,-21,
US_ID_16083,2020-06-19,-1,15,159,,-26,3
US_ID_16085,2020-06-19,-84,-54,57,,-23,
US_ID_16087,2020-06-19,-17,2,,,-33,
US_IL,2020-06-19,-17,2,86,-27,-38,9
US_IL_17001,2020-06-19,-9,1,,0,-24,6
US_IL_17003,2020-06-19,,,,,-22,
US_IL_17005,2020-06-19,-39,2,,12,-20,
US_IL_17007,2020-06-19,-2,4,,12,-30,8
US_IL_17011,2020-06-19,-8,14,,,-20,3
US_IL_17015,2020-06-19,-52,14,,,-24,
US_IL_17017,2020-06-19,-17,10,,,-22,
US_IL_17019,2020-06-19,-20,-3,112,-4,-37,11
US_IL_17021,2020-06-19,-9,-9,,,-28,5
US_IL_17023,2020-06-19,-35,,,39,-30,
US_IL_17025,2020-06-19,-33,,,,-26,
US_IL_17027,2020-06-19,16,-2,,,-29,5
US_IL_17029,2020-06-19,-9,-5,,-48,-33,6
US_IL_17031,2020-06-19,-21,-3,60,-39,-43,11
US_IL_17033,2020-06-19,-36,22,,,-19,
US_IL_17035,2020-06-19,-62,,,3,-30,
US_IL_17037,2020-06-19,-14,4,-50,-54,-36,8
US_IL_17039,2020-06-19,-37,-4,,,-27,
US_IL_17041,2020-06-19,-8,14,,,-30,
US_IL_17043,2020-06-19,-22,6,60,-51,-43,13
US_IL_17045,2020-06-19,-27,10,,,-24,
US_IL_17047,2020-06-19,,,,,-30,
US_IL_17049,2020-06-19,-5,28,,11,-28,4
US_IL_17051,2020-06-19,-3,-10,,,-20,
US_IL_17053,2020-06-19,-51,-11,,,-24,
US_IL_17055,2020-06-19,3,40,,10,-24,5
US_IL_17057,2020-06-19,-8,0,,,-24,5
US_IL_17059,2020-05-25,,,,,-63,
US_IL_17061,2020-06-19,-60,2,,,-11,
US_IL_17063,2020-06-19,4,6,,13,-32,6
US_IL_17065,2020-06-19,-44,,,,-24,
US_IL_17067,2020-06-19,-37,17,,,-20,
US_IL_17071,2020-06-19,,,,,-17,
US_IL_17073,2020-06-19,-21,12,,-11,-29,6
US_IL_17075,2020-06-19,-31,16,,23,-24,3
US_IL_17077,2020-06-19,-21,-2,52,,-35,6
US_IL_17079,2020-06-19,-54,,,,-17,
US_IL_17081,2020-06-19,-2,-4,,20,-24,4
US_IL_17083,2020-06-19,-2,-24,,,-16,
US_IL_17085,2020-06-19,13,-2,,,-26,
US_IL_17087,2020-06-19,-54,,-62,,-23,
US_IL_17089,2020-06-19,-14,7,150,-19,-36,9
US_IL_17091,2020-06-19,-8,8,,24,-28,5
US_IL_17093,2020-06-19,-1,14,-11,,-42,11
US_IL_17095,2020-06-19,-16,9,,22,-28,7
US_IL_17097,2020-06-19,-17,8,160,-17,-41,11
US_IL_17099,2020-06-19,-8,23,56,34,-26,5
US_IL_17101,2020-06-19,-25,,,,-21,
US_IL_17103,2020-06-19,-7,24,,,-25,5
US_IL_17105,2020-06-19,-16,15,,,-23,5
US_IL_17107,2020-06-19,-4,19,-31,,-27,6
US_IL_17109,2020-06-19,-27,-16,,,-23,0
US_IL_17111,2020-06-19,-7,17,167,-35,-36,9
US_IL_17113,2020-06-19,-18,1,98,-4,-44,11
US_IL_17115,2020-06-19,-12,7,,8,-30,6
US_IL_17117,2020-06-19,-16,11,,,-24,5
US_IL_17119,2020-06-19,-12,0,100,13,-34,8
US_IL_17121,2020-06-19,-11,-4,,-44,-22,4
US_IL_17123,2020-06-19,-64,,,,-23,
US_IL_17125,2020-06-19,-15,35,,,-26,
US_IL_17127,2020-06-19,-46,-9,,,-31,
US_IL_17129,2020-06-19,-61,,,,-26,
US_IL_17131,2020-06-19,-31,,,,-28,
US_IL_17133,2020-06-19,-10,-20,,,-38,16
US_IL_17135,2020-06-19,-8,29,,,-28,1
US_IL_17137,2020-06-19,-2,5,,10,-27,6
US_IL_17139,2020-06-19,-56,,,,-22,
US_IL_17141,2020-06-19,-10,9,,,-28,5
US_IL_17143,2020-06-19,-14,6,96,-8,-34,9
US_IL_17145,2020-06-19,-18,-5,,,-27,
US_IL_17147,2020-06-19,-48,,,,-27,
US_IL_17149,2020-06-19,-23,-6,,,-17,
US_IL_17153,2020-06-19,,,,,-39,
US_IL_17155,2020-06-19,,,,,-22,
US_IL_17157,2020-06-19,-5,4,,,-23,3
US_IL_17159,2020-06-19,-10,-2,,,-21,
US_IL_17161,2020-06-19,-26,12,5,-28,-31,7
US_IL_17163,2020-06-19,-10,3,134,2,-36,9
US_IL_17165,2020-06-19,-11,15,,,-25,
US_IL_17167,2020-06-19,-13,12,82,-9,-36,9
US_IL_17169,2020-06-19,-55,,,,-27,
US_IL_17171,2020-04-21,,,,,-45,
US_IL_17173,2020-06-19,-26,,,,-28,
US_IL_17175,2020-06-19,,,,,-29,
US_IL_17177,2020-06-19,-10,6,,,-28,6
US_IL_17179,2020-06-19,-12,7,-25,-44,-30,6
US_IL_17181,2020-06-19,-24,-10,,,-24,
US_IL_17183,2020-06-19,-7,10,,16,-26,5
US_IL_17185,2020-06-19,-50,-19,,,-19,
US_IL_17187,2020-06-19,-19,16,,,-23,
US_IL_17189,2020-06-19,-62,-6,,,-27,
US_IL_17191,2020-06-19,-38,9,,,-26,
US_IL_17193,2020-06-19,-42,-7,,,-26,
US_IL_17195,2020-06-19,-13,8,,,-26,5
US_IL_17197,2020-06-19,-11,11,78,-11,-38,10
US_IL_17199,2020-06-19,-6,9,-45,7,-31,6
US_IL_17201,2020-06-19,-10,6,87,-8,-33,9
US_IL_17203,2020-06-19,-32,15,,,-33,7
US_IN,2020-06-19,-2,6,212,6,-30,5
US_IN_18001,2020-06-19,-7,-6,,,-18,4
US_IN_18003,2020-06-19,-9,7,157,1,-29,7
US_IN_18005,2020-06-19,-1,9,15,56,-37,9
US_IN_18007,2020-06-19,,,,,-29,
US_IN_18009,2020-06-19,-53,-7,,,-20,
US_IN_18011,2020-06-19,-1,9,,7,-37,10
US_IN_18013,2020-06-19,-70,-20,,,-25,
US_IN_18015,2020-06-19,-7,5,,,-22,
US_IN_18017,2020-06-19,-10,6,,,-25,4
US_IN_18019,2020-06-19,-2,20,128,20,-30,7
US_IN_18021,2020-06-19,9,-4,,12,-32,-1
US_IN_18023,2020-06-19,-3,2,,,-23,5
US_IN_18025,2020-06-19,-47,-16,,11,-25,
US_IN_18027,2020-06-19,-2,30,,,-20,4
US_IN_18029,2020-06-19,5,10,,,-30,5
US_IN_18031,2020-06-19,-1,9,,18,-29,5
US_IN_18033,2020-06-19,-2,15,,,-22,4
US_IN_18035,2020-06-19,-11,3,-12,30,-31,5
US_IN_18037,2020-06-19,-2,8,,,-27,6
US_IN_18039,2020-06-19,-1,7,50,15,-17,4
US_IN_18041,2020-06-19,7,9,,,-27,6
US_IN_18043,2020-06-19,-7,8,,,-36,7
US_IN_18045,2020-06-19,-47,19,,,-32,
US_IN_18047,2020-06-19,-38,10,,,-27,
US_IN_18049,2020-06-19,11,-10,,-10,-27,
US_IN_18051,2020-06-19,3,16,,17,-21,3
US_IN_18053,2020-06-19,-1,6,,0,-21,4
US_IN_18055,2020-06-19,6,-5,,,-26,5
US_IN_18057,2020-06-19,-2,9,205,,-45,12
US_IN_18059,2020-06-19,1,33,,6,-36,7
US_IN_18061,2020-06-19,8,9,,,-28,6
US_IN_18063,2020-06-19,0,12,-16,24,-36,9
US_IN_18065,2020-06-19,4,11,,10,-27,5
US_IN_18067,2020-06-19,-2,6,,,-31,5
US_IN_18069,2020-06-19,4,13,,-46,-25,4
US_IN_18071,2020-06-19,21,-22,,10,-29,4
US_IN_18073,2020-06-19,6,10,,21,-26,4
US_IN_18075,2020-06-19,-8,5,,,-24,
US_IN_18077,2020-06-19,6,10,,,-23,5
US_IN_18079,2020-06-19,-2,13,,,-26,4
US_IN_18081,2020-06-19,0,22,27,22,-35,8
US_IN_18083,2020-06-19,2,23,,,-18,3
US_IN_18085,2020-06-19,9,11,,,-24,6
US_IN_18087,2020-06-19,11,30,-20,23,-12,4
US_IN_18089,2020-06-19,4,7,93,10,-32,7
US_IN_18091,2020-06-19,16,16,112,31,-23,4
US_IN_18093,2020-06-19,4,8,,,-26,5
US_IN_18095,2020-06-19,6,0,,-6,-28,4
US_IN_18097,2020-06-19,-13,0,68,-17,-36,7
US_IN_18099,2020-06-19,12,19,,6,-24,5
US_IN_18101,2020-06-19,-53,-8,,,-20,
US_IN_18103,2020-06-19,10,6,,,-27,3
US_IN_18105,2020-06-19,-15,3,48,-22,-42,11
US_IN_18107,2020-06-19,7,7,,-5,-28,6
US_IN_18109,2020-06-19,7,16,,,-30,6
US_IN_18111,2020-06-19,-18,,,,-26,
US_IN_18113,2020-06-19,4,16,,,-19,4
US_IN_18115,2020-06-19,,,,,-32,
US_IN_18117,2020-06-19,-3,-20,-53,,-24,
US_IN_18119,2020-06-19,-26,-7,,,-30,
US_IN_18121,2020-06-19,-53,10,,,-24,
US_IN_18123,2020-06-19,-33,85,,,-32,
US_IN_18125,2020-06-19,-54,8,,,-20,
US_IN_18127,2020-06-19,4,9,166,20,-30,7
US_IN_18129,2020-06-19,-27,0,,,-24,-1
US_IN_18131,2020-06-19,-7,-20,,,-23,
US_IN_18133,2020-06-19,6,5,,,-29,4
US_IN_18135,2020-06-19,0,-12,,,-22,8
US_IN_18137,2020-06-19,4,15,,,-29,0
US_IN_18139,2020-06-19,-39,-9,,,-24,
US_IN_18141,2020-06-19,-4,6,164,-10,-29,7
US_IN_18143,2020-06-19,8,13,,,-20,3
US_IN_18145,2020-06-19,-4,10,,12,-30,4
US_IN_18147,2020-06-19,-44,19,,,-22,
US_IN_18149,2020-06-19,-23,26,,,-21,
US_IN_18151,2020-06-19,24,42,-28,19,-18,4
US_IN_18153,2020-06-19,-38,-5,,,-19,
US_IN_18155,2020-06-19,,-20,,,-28,
US_IN_18157,2020-06-19,-16,3,40,-5,-37,10
US_IN_18159,2020-06-19,-35,-2,,,-30,
US_IN_18161,2020-06-19,-38,,,,-24,
US_IN_18163,2020-06-19,-4,11,46,-28,-27,6
US_IN_18165,2020-06-19,-31,0,,26,-25,
US_IN_18167,2020-06-19,-1,7,27,23,-31,5
US_IN_18169,2020-06-19,0,13,,,-26,4
US_IN_18171,2020-06-19,,,,,-26,
US_IN_18173,2020-06-19,3,5,,,-29,7
US_IN_18175,2020-06-19,11,15,,,-26,6
US_IN_18177,2020-06-19,-1,6,,22,-26,4
US_IN_18179,2020-06-19,3,8,,,-27,5
US_IN_18181,2020-06-19,21,-8,,19,-28,6
US_IN_18183,2020-06-19,6,8,,,-28,6
US_KS,2020-06-19,-2,1,129,7,-29,5
US_KS_20001,2020-06-19,-28,-2,,,-21,
US_KS_20003,2020-06-19,-33,,,,-24,
US_KS_20005,2020-06-19,-20,,,,-20,
US_KS_20007,2020-05-25,,,,,-67,
US_KS_20009,2020-06-19,-3,-16,,,-25,-1
US_KS_20011,2020-06-19,-37,-15,,,-26,
US_KS_20013,2020-06-19,-18,-13,,,-13,
US_KS_20015,2020-06-19,7,2,-46,,-30,7
US_KS_20021,2020-06-19,-24,5,,,-24,-4
US_KS_20027,2020-06-19,-23,-22,,,-26,
US_KS_20029,2020-06-19,-47,,,,-17,
US_KS_20031,2020-06-19,-73,-49,,20,-24,
US_KS_20035,2020-06-19,-7,-18,,-49,-27,7
US_KS_20037,2020-06-19,0,3,,,-30,6
US_KS_20041,2020-06-19,-44,-14,,14,-17,
US_KS_20043,2020-06-19,,,,,-12,
US_KS_20045,2020-06-19,-13,3,114,-9,-37,11
US_KS_20051,2020-06-19,3,-23,,-1,-29,-1
US_KS_20053,2020-06-19,,-31,,,-24,
US_KS_20055,2020-06-19,-6,9,,-20,-16,5
US_KS_20057,2020-06-19,-13,-3,,7,-22,6
US_KS_20059,2020-06-19,4,-5,,41,-24,2
US_KS_20061,2020-06-19,-2,-2,,,-12,4
US_KS_20067,2020-06-19,-22,,,,-26,
US_KS_20073,2020-06-19,,,,,-18,
US_KS_20077,2020-05-14,-65,,,,-25,
US_KS_20079,2020-06-19,0,27,,-4,-28,7
US_KS_20085,2020-06-19,-29,-26,,,-30,
US_KS_20087,2020-06-19,-62,5,,,-17,
US_KS_20091,2020-06-19,-7,-1,164,-11,-35,10
US_KS_20095,2020-06-19,-46,,,,-20,
US_KS_20099,2020-06-19,-13,10,,,-21,
US_KS_20103,2020-06-19,2,-8,,27,-23,5
US_KS_20107,2020-06-19,,,,,-8,
US_KS_20111,2020-06-19,-8,-6,,7,-23,6
US_KS_20113,2020-06-19,-3,-20,,13,-26,8
US_KS_20115,2020-06-19,-30,,,,-29,
US_KS_20117,2020-06-19,-30,,,,-12,
US_KS_20121,2020-06-19,3,-13,,,-20,4
US_KS_20123,2020-06-19,-71,,,,-12,
US_KS_20125,2020-06-19,2,22,,,-25,5
US_KS_20127,2020-06-19,,,,,-20,
US_KS_20131,2020-06-19,-76,,,,-14,
US_KS_20133,2020-06-19,-3,-8,,-26,-30,
US_KS_20139,2020-06-19,-66,7,,,-28,
US_KS_20143,2020-06-19,,,,,-16,
US_KS_20145,2020-06-19,-48,-21,,,-21,
US_KS_20149,2020-06-19,15,-4,,,-31,2
US_KS_20151,2020-06-19,-33,-13,,,-15,
US_KS_20155,2020-06-19,-1,8,,-3,-27,6
US_KS_20159,2020-06-19,-33,-25,,,-21,
US_KS_20161,2020-06-19,-13,10,-50,-42,-23,9
US_KS_20167,2020-06-19,-56,-24,,,-8,
US_KS_20169,2020-06-19,-1,2,-51,35,-23,6
US_KS_20171,2020-06-19,-53,,,,-29,
US_KS_20173,2020-06-19,-7,0,39,-17,-32,8
US_KS_20175,2020-06-19,-4,8,,7,-22,-1
US_KS_20177,2020-06-19,2,11,107,32,-31,7
US_KS_20181,2020-05-25,-31,,,,-59,
US_KS_20189,2020-05-25,-62,,,,-63,
US_KS_20191,2020-06-19,-15,17,,,-27,1
US_KS_20193,2020-06-19,-44,-22,,36,-19,
US_KS_20195,2020-04-05,,-27,,,,
US_KS_20197,2020-06-19,,,,,-31,
US_KS_20201,2020-06-18,,,,,-18,
US_KS_20205,2020-06-19,-56,-9,,,-29,
US_KS_20209,2020-06-19,7,6,91,-11,-20,5
US_KY,2020-06-19,-8,9,147,-5,-33,6
US_KY_21001,2020-06-19,-28,6,,,-30,
US_KY_21003,2020-06-19,-9,8,,,-22,
US_KY_21005,2020-06-19,6,-3,,,-34,-1
US_KY_21007,2020-06-19,,,,,-20,
US_KY_21009,2020-06-19,0,21,,,-24,5
US_KY_21011,2020-06-19,,-11,,,-27,
US_KY_21013,2020-06-19,-8,0,,,-20,
US_KY_21015,2020-06-19,-5,5,85,-23,-37,8
US_KY_21017,2020-06-19,-8,-13,,,-28,
US_KY_21019,2020-06-19,-10,14,,16,-29,6
US_KY_21021,2020-06-19,-5,20,,,-27,
US_KY_21023,2020-06-19,,,,,-28,
US_KY_21025,2020-06-19,-11,,,,-36,
US_KY_21027,2020-06-19,5,19,,,-28,
US_KY_21029,2020-06-19,1,13,,14,-35,6
US_KY_21031,2020-06-19,8,15,,,-26,
US_KY_21033,2020-06-19,-31,-2,,,-23,
US_KY_21035,2020-06-19,-6,15,,,-26,5
US_KY_21037,2020-06-19,-15,5,-40,-45,-41,10
US_KY_21039,2020-04-23,,,,,-42,
US_KY_21041,2020-06-19,7,-10,,,-29,
US_KY_21043,2020-06-19,-24,11,,25,-20,
US_KY_21045,2020-06-19,7,15,,,-27,
US_KY_21047,2020-06-19,0,4,,15,-28,5
US_KY_21049,2020-06-19,-10,3,,,-29,7
US_KY_21051,2020-06-19,8,2,,,-17,
US_KY_21053,2020-06-18,,,,,-14,
US_KY_21055,2020-06-19,-19,6,,,-23,
US_KY_21059,2020-06-19,-11,8,30,,-29,6
US_KY_21061,2020-06-19,,,,,-25,
US_KY_21065,2020-06-19,-15,-4,,,-31,
US_KY_21067,2020-06-19,-18,8,90,-18,-37,9
US_KY_21069,2020-06-19,-7,13,,,-28,
US_KY_21071,2020-06-19,-17,-6,,,-20,
US_KY_21073,2020-06-19,-8,-6,,,-38,9
US_KY_21075,2020-06-19,-24,6,,,-24,
US_KY_21077,2020-06-19,-6,58,,-90,-21,
US_KY_21079,2020-06-19,-10,19,,,-27,
US_KY_21081,2020-06-19,23,-7,,,-32,1
US_KY_21083,2020-06-19,-8,16,,,-28,3
US_KY_21085,2020-06-19,11,33,,,-26,
US_KY_21087,2020-06-19,,,,,-25,
US_KY_21089,2020-06-19,11,22,,,-28,1
US_KY_21091,2020-06-19,,,,,-33,
US_KY_21093,2020-06-19,-5,10,-43,9,-35,8
US_KY_21095,2020-06-19,-10,15,,,-28,
US_KY_21097,2020-06-19,-17,-28,,,-29,
US_KY_21099,2020-06-19,2,14,,-12,-24,
US_KY_21101,2020-06-19,6,41,,,-25,5
US_KY_21103,2020-06-19,-37,23,,1,-29,
US_KY_21107,2020-06-19,-6,9,,11,-24,5
US_KY_21109,2020-06-19,,,,,-29,
US_KY_21111,2020-06-19,-15,11,151,-17,-37,9
US_KY_21113,2020-06-19,-4,4,,-3,-33,7
US_KY_21115,2020-06-19,-40,62,,,-11,
US_KY_21117,2020-06-19,-10,3,92,-12,-37,8
US_KY_21119,2020-06-17,,,,,-42,
US_KY_21121,2020-06-19,9,14,,,-22,
US_KY_21123,2020-06-19,-24,12,,,-31,
US_KY_21125,2020-06-19,-2,11,58,21,-24,5
US_KY_21127,2020-06-19,-28,-28,,,-11,
US_KY_21133,2020-06-19,-25,0,,,-29,
US_KY_21135,2020-06-19,,-14,,,-7,
US_KY_21137,2020-06-19,-12,38,,,-24,
US_KY_21139,2020-06-19,,17,,,-20,
US_KY_21141,2020-06-19,-2,-6,,,-28,
US_KY_21143,2020-06-19,-43,,,,-27,
US_KY_21145,2020-06-19,-1,5,-28,8,-29,6
US_KY_21147,2020-06-19,-14,15,,,-22,
US_KY_21149,2020-06-19,,,,,-25,
US_KY_21151,2020-06-19,-2,11,-53,21,-37,8
US_KY_21155,2020-06-19,-24,3,,,-22,
US_KY_21157,2020-06-19,11,24,,8,-26,3
US_KY_21161,2020-06-19,3,,,,-25,
US_KY_21163,2020-06-19,5,8,,,-37,8
US_KY_21165,2020-06-16,,,,,-32,
US_KY_21167,2020-06-19,-26,-9,,,-23,
US_KY_21169,2020-06-19,,-16,,,-19,
US_KY_21171,2020-06-18,-7,,,,-22,
US_KY_21173,2020-06-19,0,15,,-54,-26,-3
US_KY_21175,2020-06-19,-59,,,,-24,
US_KY_21177,2020-06-19,-7,9,,,-23,
US_KY_21179,2020-06-19,0,11,,,-31,6
US_KY_21181,2020-06-19,,,,,-25,
US_KY_21183,2020-06-19,-15,29,,-16,-31,
US_KY_21185,2020-06-19,-4,34,,,-44,11
US_KY_21187,2020-06-19,,,,,-30,
US_KY_21191,2020-06-19,0,-12,,,-25,
US_KY_21193,2020-06-19,-9,1,,,-25,
US_KY_21195,2020-06-19,-9,6,,,-21,
US_KY_21197,2020-06-19,0,-2,,,-24,
US_KY_21199,2020-06-19,5,9,,,-28,6
US_KY_21203,2020-06-19,-43,17,,,-29,
US_KY_21205,2020-06-19,-5,8,,,-31,
US_KY_21207,2020-06-19,-20,23,,,-14,
US_KY_21209,2020-06-19,-1,3,,24,-34,8
US_KY_21211,2020-06-19,2,13,,3,-31,7
US_KY_21213,2020-06-19,-3,0,,6,-27,
US_KY_21215,2020-06-19,-20,6,,,-34,
US_KY_21217,2020-06-19,4,28,,,-33,
US_KY_21219,2020-06-19,-52,15,,,-20,
US_KY_21221,2020-06-19,-33,17,,,-27,
US_KY_21223,2020-06-19,,,,,-32,
US_KY_21225,2020-06-19,-23,6,,,-24,
US_KY_21227,2020-06-19,-10,7,43,11,-29,7
US_KY_21229,2020-06-19,-29,,,,-30,
US_KY_21231,2020-06-19,-11,-12,,,-18,
US_KY_21233,2020-06-19,-34,10,,,-17,
US_KY_21235,2020-06-19,-3,27,,30,-27,-3
US_KY_21237,2020-04-29,,,,,-45,
US_KY_21239,2020-06-19,1,12,,,-36,
US_LA,2020-06-19,-11,4,24,-17,-30,7
US_LA_22001,2020-06-19,-6,24,,-1,-24,6
US_LA_22003,2020-06-19,-35,-10,,,-28,
US_LA_22005,2020-06-19,-4,10,-58,,-30,7
US_LA_22007,2020-06-19,,-3,,,-25,
US_LA_22009,2020-06-19,-4,1,,,-24,-2
US_LA_22011,2020-06-19,-8,4,,,-24,3
US_LA_22013,2020-06-19,-44,-8,,,-27,
US_LA_22015,2020-06-19,-2,15,39,-17,-28,7
US_LA_22017,2020-06-19,-5,2,38,-20,-28,6
US_LA_22019,2020-06-19,-8,3,1,3,-29,7
US_LA_22021,2020-06-19,-13,,,,-12,
US_LA_22023,2020-06-19,,10,,,-15,
US_LA_22025,2020-06-18,-64,-24,,,-27,
US_LA_22027,2020-06-19,-41,-14,,,-21,
US_LA_22029,2020-06-19,-24,-16,,,-24,
US_LA_22031,2020-06-19,-22,-12,,1,-25,
US_LA_22033,2020-06-19,-15,0,8,-13,-35,9
US_LA_22037,2020-06-19,-23,-3,,,-23,
US_LA_22039,2020-06-19,-36,1,,,-23,
US_LA_22041,2020-06-19,-25,3,,,-27,
US_LA_22043,2020-06-19,,17,,,-24,
US_LA_22045,2020-06-19,-1,6,10,,-21,6
US_LA_22047,2020-06-19,-24,2,,-16,-28,
US_LA_22049,2020-06-19,-21,-5,,,-24,
US_LA_22051,2020-06-19,-11,1,33,-64,-34,10
US_LA_22053,2020-06-19,-13,7,,37,-24,-1
US_LA_22055,2020-06-19,-7,1,37,-4,-30,8
US_LA_22057,2020-06-19,-6,6,-63,-21,-26,5
US_LA_22059,2020-06-19,-36,2,,,-18,
US_LA_22061,2020-06-19,-10,3,,-39,-37,7
US_LA_22063,2020-06-19,4,11,55,25,-30,6
US_LA_22065,2020-06-19,-14,6,,-10,-10,
US_LA_22067,2020-06-19,-3,-2,,,-26,
US_LA_22069,2020-06-19,-10,4,-39,,-24,6
US_LA_22071,2020-06-19,-43,-13,-10,-28,-42,13
US_LA_22073,2020-06-19,-6,8,40,-13,-30,8
US_LA_22075,2020-06-19,-1,-14,-33,,-29,
US_LA_22077,2020-06-19,-18,-3,,,-20,
US_LA_22079,2020-06-19,-5,8,7,-15,-26,6
US_LA_22081,2020-06-19,-58,,,,-26,
US_LA_22083,2020-06-19,-28,1,,15,-24,
US_LA_22085,2020-06-19,-23,33,,,-19,
US_LA_22087,2020-06-19,-4,8,-8,,-30,8
US_LA_22089,2020-06-19,-17,-1,,-5,-36,9
US_LA_22091,2020-06-19,,-20,,,-24,
US_LA_22093,2020-06-19,-12,-4,,-12,-29,
US_LA_22095,2020-06-19,-16,-6,-36,-9,-30,9
US_LA_22097,2020-06-19,1,8,,21,-24,5
